outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma_1,sigma_2,LL
1,5,275,0.16207865,0.32761443,0.17172366,0.86935186,0.030315872,0.08713794,-213.39166
1,5,300,0.15859193,0.31668693,0.16691533,0.86532426,0.03013255,0.083794534,-186.63353
1,5,325,0.16029239,0.30547094,0.15292855,0.84829706,0.031490874,0.09394682,-214.35686
1,5,350,0.15717636,0.29767776,0.16354561,0.8817942,0.030261746,0.08246969,-215.62248
1,5,375,0.15803635,0.31674302,0.15196356,0.8445344,0.029875034,0.08030593,-218.10526
1,5,400,0.15795203,0.2919544,0.14381397,0.84411734,0.029940402,0.0841375,-219.54732
1,5,425,0.15642211,0.28830248,0.14497001,0.8411266,0.030058518,0.08762305,-215.29964
1,5,450,0.15788884,0.29452962,0.13376985,0.82038945,0.030944346,0.09676642,-216.37218
1,5,475,0.15716396,0.28240868,0.15573797,0.851293,0.03010074,0.08977324,-210.24576
1,5,500,0.15857412,0.3002346,0.14184715,0.8355342,0.030707154,0.09384177,-216.57062
1,5,525,0.15853144,0.2969844,0.14079301,0.8589636,0.03043221,0.08511927,-215.84073
1,5,550,0.15651321,0.29016095,0.15097846,0.8489857,0.029672422,0.081371576,-218.48442
1,5,575,0.15573086,0.30091068,0.1475142,0.8398958,0.029697418,0.08360892,-215.40158
1,5,600,0.15714674,0.2929018,0.14283456,0.7876001,0.030251916,0.08830384,-217.79124
1,5,625,0.16098154,0.29156706,0.15248977,0.84873515,0.029743474,0.08561039,-218.44405
1,5,650,0.15718484,0.29088765,0.1477749,0.83839744,0.03064195,0.08873548,-215.52127
1,5,675,0.16150066,0.2966045,0.14886948,0.8159276,0.030032607,0.08895461,-219.60684
1,5,700,0.16154446,0.29023436,0.13223132,0.8262673,0.030202992,0.09431789,-208.93141
1,5,725,0.15645018,0.28965738,0.14912398,0.84629035,0.030126652,0.08291921,-214.7534
1,5,750,0.15494005,0.29344082,0.16221301,0.7974264,0.02924091,0.078379765,-210.91498
1,5,775,0.15780027,0.29156384,0.16211388,0.80708593,0.03043695,0.08569399,-218.08678
1,5,800,0.15678446,0.29513973,0.15801953,0.87405366,0.0303619,0.091124035,-212.68034
1,5,825,0.15721117,0.30096033,0.14693646,0.80004,0.030539976,0.08775234,-208.9102
1,5,850,0.15609576,0.29035243,0.14182584,0.8176184,0.029574515,0.08314884,-217.48178
1,5,875,0.15682514,0.2866168,0.14754854,0.81796354,0.029704362,0.08907654,-215.06686
1,5,900,0.15816282,0.3022612,0.15470706,0.82681715,0.030450016,0.08878872,-206.14407
1,5,925,0.1554284,0.29111657,0.146587,0.83771145,0.030394742,0.08914666,-212.57617
1,5,950,0.15734176,0.29856756,0.15844816,0.80839425,0.02933804,0.08288629,-217.14966
1,5,975,0.15584807,0.30350256,0.15616818,0.79292744,0.030036077,0.0771667,-221.15886
1,5,1000,0.1562852,0.30743343,0.14508168,0.84300953,0.030273775,0.08423086,-212.0525
1,6,0,0.38036084,0.09650743,0.098557495,-0.041271288,0.059163872,0.04443701,6500.2505
1,6,25,0.13485521,0.36085406,0.30918252,0.0719196,0.12341733,0.1578757,-44.565212
1,6,50,0.13335037,0.3757328,0.2635416,0.5332021,0.122298434,0.15394995,-82.51209
1,6,75,0.124802284,0.3350244,0.23848753,0.5244657,0.107433155,0.12017062,-116.11287
1,6,100,0.12441641,0.32055196,0.2317228,0.64286864,0.0929727,0.099367864,-131.35045
1,6,125,0.12400158,0.32557645,0.23391931,0.740802,0.08029536,0.08771741,-146.28467
1,6,150,0.12453244,0.3337614,0.24277683,0.8255793,0.06900875,0.07896565,-159.706
1,6,175,0.12578961,0.3445368,0.25867274,0.8587977,0.05966499,0.074202776,-168.17659
1,6,200,0.12654437,0.35380456,0.26947492,0.8789734,0.052390676,0.07434687,-175.1663
1,6,225,0.12733015,0.3616094,0.28188995,0.8820264,0.046426304,0.07341041,-180.24115
1,6,250,0.12745056,0.37177914,0.2799134,0.8539562,0.04195668,0.07521126,-183.36292
1,6,275,0.12863587,0.368818,0.28959322,0.84057933,0.038299017,0.07465117,-187.06256
1,6,300,0.12833224,0.3732561,0.2736378,0.8446958,0.035795804,0.076878846,-185.63791
1,6,325,0.12864423,0.36793444,0.27452672,0.8410987,0.034040708,0.07917504,-190.66483
1,6,350,0.12746143,0.36625242,0.27195442,0.7979472,0.032959823,0.08205411,-190.88507
1,6,375,0.12918895,0.36239958,0.2622341,0.7995785,0.032146662,0.08407623,-189.89009
1,6,400,0.12660214,0.35587072,0.25353727,0.8007062,0.031744394,0.08828518,-188.55272
1,6,425,0.1287432,0.34605443,0.24446341,0.80925083,0.031818073,0.09277998,-195.73428
1,6,450,0.12630376,0.34079373,0.21749984,0.84128743,0.03183031,0.095449775,-192.82176
1,6,475,0.12631974,0.329281,0.1991768,0.8043911,0.031580858,0.098411225,-194.75215
1,6,500,0.12821916,0.32299295,0.18348867,0.80468917,0.031215105,0.09828384,-199.44678
1,6,525,0.13052823,0.30700704,0.18169346,0.7900357,0.031237174,0.10023052,-199.96184
1,6,550,0.1353426,0.3036907,0.17372032,0.77825844,0.03115687,0.1005707,-201.82219
1,6,575,0.13374719,0.2952048,0.16902056,0.7515539,0.03102201,0.09700349,-203.20526
1,6,600,0.13545054,0.28136426,0.15807205,0.77281046,0.03069675,0.09824829,-199.5373
1,6,625,0.13794044,0.28598478,0.1433089,0.77768695,0.030772584,0.10413791,-197.84015
1,6,650,0.14022586,0.28913614,0.12450688,0.760545,0.03045973,0.10514993,-194.21729
1,6,675,0.14099312,0.26987794,0.12461182,0.7010586,0.030330213,0.10749482,-207.87091
1,6,700,0.14317855,0.27423513,0.12368241,0.66772044,0.030251684,0.1080715,-208.29042
1,6,725,0.14584155,0.27949667,0.13107991,0.68764675,0.029995356,0.10477921,-204.3943
1,6,750,0.1436716,0.26766962,0.13052598,0.6745255,0.03017928,0.10410558,-206.95532
1,6,775,0.14330295,0.27665776,0.1371552,0.7321956,0.029828522,0.09988138,-204.27794
1,6,800,0.14309272,0.28050447,0.1350586,0.7257335,0.029909743,0.10540327,-210.52449
1,6,825,0.14387377,0.27871546,0.12968488,0.748386,0.029765228,0.10337978,-207.22705
1,6,850,0.14789344,0.27599058,0.13341336,0.71608233,0.029796124,0.10144245,-209.06825
1,6,875,0.14410594,0.2753893,0.14509839,0.60159934,0.029937048,0.10042839,-200.60818
1,6,900,0.14452027,0.2683853,0.13649388,0.7163922,0.03009357,0.10461517,-203.66287
1,6,925,0.14254665,0.27105767,0.14034215,0.74197423,0.030473838,0.10892177,-204.04062
1,6,950,0.14537182,0.2758687,0.13552028,0.6796177,0.030232947,0.10756677,-209.32524
1,6,975,0.14619108,0.27802825,0.12421297,0.6851068,0.029779693,0.10333699,-204.36258
1,6,1000,0.1426447,0.26662913,0.1300623,0.652431,0.029800752,0.105525024,-209.60426
1,7,0,0.34833118,0.13251695,0.14480346,-0.025316356,0.11084702,0.08647866,1978.8297
1,7,25,0.18498956,0.3615287,0.29187408,-0.073281914,0.19540332,0.235653,2.2549958
1,7,50,0.16809425,0.290916,0.25902906,0.08832245,0.14829017,0.13309889,-78.97597
1,7,75,0.14567307,0.2974294,0.24371329,0.46754858,0.09965633,0.081207275,-123.00633
1,7,100,0.15523267,0.33309504,0.2582536,0.8279424,0.06659171,0.06479134,-160.10796
1,7,125,0.153714,0.36301577,0.28539112,0.89215696,0.047987916,0.06869261,-178.61293
1,7,150,0.14698762,0.3715455,0.28974822,0.8412051,0.037499603,0.077315226,-189.21877
1,7,175,0.14836352,0.35800555,0.26910675,0.8203407,0.031992078,0.08720317,-187.92468
1,7,200,0.14023958,0.35147125,0.25894764,0.8533995,0.029365359,0.09920552,-192.1085
1,7,225,0.13953286,0.32932132,0.20894167,0.8238912,0.028402703,0.099976525,-200.84221
1,7,250,0.117409445,0.30282408,0.18678781,0.74675554,0.02912756,0.10976074,-197.3792
1,7,275,0.114622265,0.29477885,0.19879812,0.76751965,0.029136129,0.106133275,-175.3188
1,7,300,0.11512299,0.29754514,0.18958628,0.7665893,0.028775737,0.102228746,-206.2751
1,7,325,0.11872529,0.27793363,0.18162079,0.80251765,0.02801272,0.103806145,-200.14345
1,7,350,0.12402946,0.28867975,0.18183759,0.76793665,0.02849331,0.10663198,-200.29567
1,7,375,0.10987234,0.28367078,0.19950466,0.68732107,0.027936213,0.09486437,-200.6426
