fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,5,1075,0.21838371,0.52379227,0.01966247,0.68729615,0.20908047,-383.90253
1,5,1100,0.21864988,0.5237916,0.019039027,0.68729615,0.21231723,-371.9829
1,5,1125,0.2516479,0.5273256,0.085582376,0.68754613,0.43374795,-228.14389
1,5,1150,0.25184253,0.52784705,0.23014963,0.6875829,0.22155872,-304.47134
1,5,1175,0.25094154,0.55692285,0.26403022,0.7065136,0.26131418,-322.72818
1,5,1200,0.24999878,0.5641782,0.26455417,0.710979,0.23947972,-326.18552
1,5,1225,0.24897762,0.5647112,0.2604988,0.7113031,0.24135178,-326.94705
1,5,1250,0.24793611,0.5647502,0.25559577,0.71132684,0.23967148,-330.03204
1,5,1275,0.24688186,0.56475294,0.24948332,0.7113286,0.23892714,-332.6389
1,5,1300,0.24582037,0.56475323,0.24266861,0.7113286,0.2375939,-334.70798
1,5,1325,0.24475226,0.56086284,0.23450588,0.7091596,0.23687342,-333.08203
1,5,1350,0.24366759,0.560507,0.22663362,0.70896006,0.23582345,-334.27777
1,5,1375,0.24257043,0.55792606,0.21872248,0.70603544,0.2346373,-339.08792
1,5,1400,0.24146047,0.5544436,0.21047707,0.703827,0.23367935,-339.50763
1,5,1425,0.24034916,0.54988056,0.20187101,0.7013811,0.23256293,-342.22104
1,5,1450,0.23924033,0.5492239,0.1931129,0.7010282,0.23131038,-344.00565
1,5,1475,0.23813091,0.549176,0.18487765,0.7010025,0.230751,-346.50064
1,5,1500,0.23703375,0.54917246,0.17710473,0.7010005,0.22990896,-346.38947
1,5,1525,0.23595683,0.5491722,0.17032361,0.7010005,0.22830617,-349.82898
1,5,1550,0.23490039,0.5477182,0.16226137,0.70034623,0.2276289,-351.05963
1,5,1575,0.23387264,0.5440795,0.15444723,0.6986978,0.22638917,-353.06543
1,5,1600,0.23287855,0.5421723,0.14679103,0.6978705,0.2256284,-354.85907
1,5,1625,0.23192835,0.5404161,0.13950574,0.6971111,0.22446457,-356.13776
1,5,1650,0.23103078,0.5402882,0.13233055,0.6970557,0.22339186,-358.4512
1,5,1675,0.23018606,0.5350662,0.12568672,0.694993,0.22255725,-359.81155
1,5,1700,0.22940142,0.52505904,0.119375356,0.691131,0.22190128,-361.10757
1,5,1725,0.2286765,0.514379,0.113594,0.6867639,0.22139767,-362.45126
1,5,1750,0.22801897,0.50698733,0.10841843,0.68377316,0.22047237,-363.2839
1,5,1775,0.22742654,0.50271523,0.10356896,0.68204314,0.21960574,-364.82602
1,5,1800,0.22690827,0.4919293,0.09902026,0.6778517,0.21930309,-365.9317
1,5,1825,0.22645167,0.48974627,0.09507826,0.67698765,0.21887018,-367.87332
1,5,1850,0.22605878,0.48142275,0.0912741,0.6738696,0.21834213,-367.07666
1,5,1875,0.22572578,0.47495028,0.087972894,0.67144006,0.21793036,-368.02524
1,5,1900,0.22544411,0.47371772,0.08462286,0.6709777,0.21748056,-368.63565
1,5,1925,0.22520638,0.47362795,0.081483,0.670944,0.21732795,-368.30585
1,5,1950,0.22501223,0.4619748,0.07849814,0.6668848,0.21682951,-369.3094
1,5,1975,0.22485887,0.45791668,0.075971924,0.6659365,0.21693602,-341.69656
1,5,2000,0.22473335,0.45178497,0.075503014,0.66426903,0.21669072,-370.13602
1,6,0,0.30239168,0.11062751,0.13613242,-0.0706428,0.14923982,475.1381
1,6,25,0.20574352,0.22298247,0.05802838,-0.6133312,0.23717007,-391.3249
1,6,50,0.09359805,0.15878141,0.02648331,-0.65654504,0.11309631,-650.0115
1,6,75,0.07244884,0.21467474,0.029298563,0.892126,0.052144032,-849.166
1,6,100,0.066007,0.21024911,0.10233701,0.72490704,0.036745973,-912.0514
1,6,125,0.06653001,0.25198713,0.11514668,0.20030005,0.027034953,-929.00793
1,6,150,0.06608698,0.26415846,0.118094206,0.290351,0.025844824,-924.85486
1,6,175,0.22924742,0.9026279,1.2009335,-0.79363227,0.3197722,-303.8598
1,6,200,0.2346767,1.0666363,0.7341665,-0.8638746,0.37873706,-268.01187
1,6,225,0.21900095,1.079242,0.3840895,-0.8688352,0.25926292,-360.65213
1,6,250,0.17495206,1.0801573,0.2801423,-0.8692519,0.19228901,-445.3274
1,6,275,0.1493901,1.0802268,0.12785801,-0.86928356,0.15230511,-518.6247
1,6,300,0.12979458,1.0798415,0.07924376,-0.86931324,0.12875368,-574.9265
1,6,325,0.11399937,1.0791965,0.059987925,-0.8693512,0.111970164,-626.2258
1,6,350,0.10420982,1.0788571,0.045775943,-0.8693673,0.09797736,-665.3146
1,6,375,0.09877212,1.0788316,0.037302777,-0.86936855,0.09078857,-687.46893
1,6,400,0.09513116,1.0788298,0.03252961,-0.86936855,0.0869371,-702.70496
1,6,425,0.22279355,1.26817,0.026633525,-0.862856,0.08529508,-262.5353
1,6,450,0.34729,2.1625144,0.021298034,-0.8335922,0.5261609,-159.58502
1,6,475,0.3500168,2.2346172,0.021005314,-0.83121985,0.41034886,-195.60248
1,6,500,0.35015848,2.2399015,0.021243535,-0.83104455,0.32827225,-208.27351
1,6,525,0.35010165,2.2401516,0.021597784,-0.83103555,0.33827543,-208.77121
1,6,550,0.35003015,2.240119,0.021636631,-0.83103627,0.340843,-208.85
