fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,3,900,0.0639643,0.080668725,0.1108226,0.4062765,0.047867466,-858.8489
1,3,925,0.06497461,0.14702424,0.10426471,-0.37488976,0.0447388,-855.25275
1,3,950,0.093764275,0.18212403,0.11257698,0.11170967,0.024629785,-947.08636
1,3,975,0.084304325,0.19406529,0.13034722,0.10134801,0.028038684,-946.8348
1,3,1000,0.09141553,0.18806992,0.12703024,0.152676,0.025865734,-951.52985
1,3,1025,0.09829113,0.18431194,0.12860778,0.20350616,0.02630962,-952.39386
1,3,1050,0.08922041,0.1958326,0.12525116,0.16071835,0.026079107,-950.14905
1,3,1075,0.09499733,0.18705368,0.12855981,0.1928739,0.026305672,-951.3464
1,3,1100,0.0825559,0.1918614,0.12466941,0.15799892,0.026551107,-951.7586
1,3,1125,0.090407185,0.19624525,0.12321468,0.20028475,0.02592881,-955.63293
1,3,1150,0.08499208,0.19736007,0.11283764,0.15693109,0.026363496,-950.1619
1,3,1175,0.08783297,0.18754894,0.11813626,0.19694479,0.02601035,-952.5767
1,3,1200,0.09498619,0.19573405,0.12497731,0.1596305,0.026202325,-953.86053
1,3,1225,0.085835405,0.18350592,0.13375893,0.27452815,0.026708044,-948.6869
1,3,1250,0.095489085,0.19754909,0.13377509,0.14037742,0.026194429,-948.1108
1,3,1275,0.09607826,0.18494946,0.114757836,0.20817475,0.026353395,-953.0718
1,3,1300,0.09129041,0.19583163,0.122215666,0.11870564,0.02632518,-951.6804
1,3,1325,0.09494808,0.19460285,0.13071041,0.23041967,0.026194777,-950.27344
1,3,1350,0.089415126,0.20341507,0.13363469,0.12710935,0.026307065,-951.28815
1,3,1375,0.08421847,0.20401074,0.12034,0.12606741,0.02655343,-946.87115
1,3,1400,0.09158646,0.18395433,0.13007201,0.19882616,0.02629615,-952.59827
1,3,1425,0.08948298,0.18616265,0.12947,0.24128635,0.02619048,-955.0134
1,3,1450,0.08409304,0.19495898,0.12989452,0.15536417,0.026596148,-954.18805
1,3,1475,0.085988894,0.1929813,0.12462117,0.21556497,0.026162492,-952.166
1,3,1500,0.09096991,0.18525407,0.120515674,0.16308708,0.026255509,-951.3112
1,3,1525,0.08804405,0.19995467,0.12010676,0.10508525,0.026113136,-950.10675
1,3,1550,0.09089743,0.1930084,0.12789746,0.17425336,0.026212428,-952.53217
1,3,1575,0.07968055,0.19829462,0.12201907,0.13647678,0.02632785,-950.9938
1,3,1600,0.093773946,0.19394375,0.12838304,0.19190313,0.025949255,-954.6115
1,3,1625,0.095653005,0.19459341,0.12341223,0.1469495,0.0260625,-950.0798
1,3,1650,0.09088891,0.18733111,0.13445076,0.16245793,0.02620581,-952.2701
1,3,1675,0.08788316,0.18356685,0.12491232,0.23627652,0.026947115,-949.7344
1,3,1700,0.091432795,0.19110249,0.12793836,0.14495453,0.02621417,-950.7901
1,3,1725,0.08853417,0.19490698,0.12995556,0.13518418,0.026128583,-952.8128
1,3,1750,0.088298485,0.19070835,0.124521896,0.114421435,0.02603323,-952.4225
1,3,1775,0.08766028,0.20272605,0.13763283,0.042731673,0.026323438,-947.7463
1,3,1800,0.086056046,0.20827799,0.12214565,0.083281904,0.026192222,-952.31976
1,3,1825,0.08353904,0.19895902,0.12191193,0.19532797,0.026393102,-951.18695
1,3,1850,0.098119095,0.18146561,0.12692547,0.23208971,0.026099665,-951.8276
1,3,1875,0.09349268,0.1937603,0.12034868,0.17015244,0.025944026,-954.73193
1,3,1900,0.08389574,0.19169672,0.1273357,0.20326805,0.02629708,-951.06647
1,3,1925,0.09355131,0.19634871,0.12753844,0.11728233,0.026147395,-949.3018
1,3,1950,0.0946523,0.18992071,0.1292237,0.089138165,0.026238091,-946.7455
1,3,1975,0.089327775,0.20080315,0.1316443,0.10663349,0.026382769,-949.24347
1,3,2000,0.088164866,0.1943429,0.122853436,0.29606232,0.026576182,-952.66864
1,4,0,0.30932787,0.2299704,0.199916,-0.4991408,0.1307058,703.9013
1,4,25,0.11922988,0.7894383,0.097028695,0.9256896,0.18434036,-505.43948
1,4,50,0.09740479,0.121431515,0.20105529,0.9768841,0.0792572,-731.31445
1,4,75,0.07921147,0.3124103,0.15123361,0.7206417,0.03861241,-887.9889
1,4,100,0.06464274,0.19298393,0.122458175,0.23188826,0.025129905,-936.23956
1,4,125,0.06261324,0.22615363,0.13017091,0.24846151,0.025254052,-942.8993
1,4,150,0.062447317,0.22084717,0.12878995,0.23991345,0.02564883,-943.50366
1,4,175,0.06217073,0.21801858,0.12773179,0.23473805,0.025338901,-944.51074
1,4,200,0.06054685,0.21145935,0.12711379,0.2161277,0.025332859,-948.64154
1,4,225,0.059782706,0.21107462,0.12670808,0.20993122,0.025013646,-950.08563
1,4,250,0.059184674,0.20337832,0.1286147,0.17826107,0.025088983,-953.58
1,4,275,0.058790457,0.20367028,0.12857047,0.19227439,0.025144901,-951.1204
1,4,300,0.059685253,0.20471774,0.12722552,0.18313915,0.025049688,-953.8421
1,4,325,0.060192984,0.20789762,0.12666373,0.2199457,0.02512444,-952.526
1,4,350,0.05924582,0.19975896,0.12645568,0.19336575,0.025127348,-951.9161
1,4,375,0.05988001,0.20387027,0.12989157,0.2109345,0.025151063,-953.53
1,4,400,0.059791118,0.20172466,0.1280052,0.21044517,0.025091542,-954.1572
1,4,425,0.05995673,0.20032977,0.12889735,0.20000955,0.0251313,-953.82495
1,4,450,0.059849307,0.19737528,0.13285957,0.1589527,0.025097353,-950.39667
1,4,475,0.0594025,0.22159952,0.14380714,0.23190412,0.025257308,-950.5543
1,4,500,0.059976082,0.19802247,0.12833524,0.1675766,0.025072707,-954.79004
1,4,525,0.059841543,0.20259783,0.12789531,0.22164848,0.025147807,-954.00336
1,4,550,0.059537273,0.20028171,0.12858592,0.18979846,0.025080264,-953.7913
1,4,575,0.059773292,0.20004672,0.12906101,0.21339448,0.025093285,-954.0309
1,4,600,0.060058862,0.2026296,0.12605764,0.19241881,0.025152225,-953.829
1,4,625,0.060409334,0.20282163,0.12575322,0.19369675,0.02506236,-953.99524
1,4,650,0.060747858,0.19942592,0.12520814,0.23213919,0.025083287,-952.8644
1,4,675,0.060855355,0.19830799,0.12607092,0.19859083,0.025124673,-953.7365
1,4,700,0.06015765,0.19456016,0.13803019,0.20135802,0.025251495,-950.7804
1,4,725,0.059747387,0.19571114,0.1304538,0.22871946,0.02500702,-954.77905
1,4,750,0.06004943,0.19959678,0.12645805,0.19195707,0.025123162,-954.22736
1,4,775,0.059683237,0.20342316,0.12801914,0.21089965,0.025132462,-955.1582
1,4,800,0.05987244,0.20117523,0.12789257,0.19691265,0.025083054,-955.0769
1,4,825,0.06036141,0.19961628,0.1259178,0.20122172,0.025035737,-955.233
1,4,850,0.060698826,0.20001811,0.12675129,0.22553352,0.025163151,-954.36554
1,4,875,0.06246345,0.20868878,0.1464445,0.3471799,0.025151411,-946.3105
1,4,900,0.06051684,0.20225279,0.11910011,0.16243988,0.025000509,-954.88055
1,4,925,0.060012028,0.20254259,0.12981461,0.19750415,0.025107933,-954.66187
1,4,950,0.0603944,0.20211312,0.1283531,0.19380063,0.025076777,-954.6868
1,4,975,0.05997846,0.20218055,0.12584166,0.202818,0.025046084,-955.0039
1,4,1000,0.060090315,0.20449674,0.12981042,0.21476436,0.02500609,-954.1432
1,4,1025,0.060543664,0.19751306,0.12805535,0.18789656,0.025028761,-954.7974
1,4,1050,0.060397845,0.20177287,0.12788916,0.19371597,0.025028994,-955.3028
1,4,1075,0.06078411,0.20115891,0.12542275,0.15783332,0.02496842,-954.3408
1,4,1100,0.06212731,0.19611327,0.14551762,0.17100787,0.025231037,-943.58826
1,4,1125,0.061349966,0.21084347,0.14866406,-0.3141111,0.025755139,-929.30566
1,4,1150,0.060455054,0.19625224,0.13163252,0.2103117,0.025059221,-953.3471
1,4,1175,0.060883813,0.20193051,0.128367,0.18478629,0.02497714,-955.61426
1,4,1200,0.06105228,0.200599,0.1297951,0.20256013,0.024957025,-955.0149
1,4,1225,0.061163686,0.20154595,0.12729667,0.2107722,0.024990626,-954.932
1,4,1250,0.061342552,0.20268947,0.12817769,0.1929847,0.025006207,-955.10004
1,4,1275,0.06130407,0.20094611,0.1264805,0.20505871,0.024942258,-955.7225
1,4,1300,0.061132252,0.20121369,0.12804005,0.20581402,0.025000043,-955.04834
1,4,1325,0.06155731,0.20060186,0.13021348,0.19863679,0.02495098,-955.8062
1,4,1350,0.061340176,0.20252258,0.12877452,0.2090596,0.024973884,-955.41437
1,4,1375,0.06196669,0.20165688,0.127247,0.21284656,0.024879586,-956.5712
1,4,1400,0.06161826,0.19968802,0.12640575,0.20117462,0.024994696,-956.05286
1,4,1425,0.06168817,0.20015398,0.12832372,0.20697539,0.024961792,-955.4878
1,4,1450,0.061988905,0.19953203,0.12925647,0.2175831,0.025012832,-955.3883
1,4,1475,0.061816506,0.20067868,0.12831143,0.2039532,0.02502504,-955.2949
1,4,1500,0.06198991,0.20078354,0.12541634,0.19318171,0.025020855,-955.4724
1,4,1525,0.06261419,0.1990327,0.12927257,0.19522177,0.024980975,-955.1865
1,4,1550,0.06178671,0.20229204,0.13476245,0.17270131,0.024896445,-956.4501
1,4,1575,0.062119555,0.20122227,0.12984516,0.21941209,0.024987603,-955.4043
1,4,1600,0.06256262,0.20010822,0.12802242,0.19554183,0.024942141,-955.9182
1,4,1625,0.061987836,0.19909315,0.12993605,0.19124041,0.024808884,-956.5026
1,4,1650,0.06251552,0.20112015,0.13311191,0.22618356,0.024862608,-954.89746
